position,gotchiID,name,withSetsRarityScore,kinship,experience,level,originalOwner,originalWeight,weightAmongEligible,reward
27,662,Satan,456,3451,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.081688992398,0.003027486390,0.224230779463
28,4677,69,497,3451,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.079462074002,0.002944954277,0.218118038527
29,4680,Stani,492,3451,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.077370877352,0.002867452166,0.212377844641
30,4683,Joe,490,3451,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.075402864795,0.002794515396,0.206975782787
31,4681,X,459,3451,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.073547025443,0.002725735892,0.201881628823
32,4684,420,474,3451,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.071793647187,0.002660753712,0.197068723664
33,7384,H,423,3450,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.070134128655,0.002599250079,0.192513457121
34,3205,Peach,497,3450,4735,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.068560823135,0.002540941598,0.188194839487
35,8863,Diogenes,662,3449,7520,13,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.067066908288,0.002485575426,0.184094143899
36,1668,Super-Miner,505,3449,5020,11,0x262944448ec574dd5f82136964bbf189cc1ab579,0.065646276766,0.002432925216,0.180194606103
37,4090,Darling,527,3448,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.064293443929,0.002382787702,0.176481171126
38,3749,Metataakser,613,3447,5535,11,0x2f08d099c60823ce5955e747909d216dcbc9bf21,0.063003469581,0.002334979794,0.172940278467
39,8061,@LoveGotchi,499,3447,4790,10,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0.061771891316,0.002289336112,0.169559679121
40,1483,Eternity,572,3446,5600,11,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0.060594667482,0.002245706866,0.166328279024
41,4301,bunbogionac,488,3445,5775,11,0xbff64d0aa474b778ed52209cf6b615b7619bfc94,0.059468128186,0.002203956046,0.163236004568
42,4302,@bunbogionac,540,3445,5755,11,0xbff64d0aa474b778ed52209cf6b615b7619bfc94,0.058388933037,0.002163959854,0.160273686608
43,4650,Luka Doncic,516,3445,5600,11,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0.057354034570,0.002125605347,0.157432960053
44,8440,ENVY,546,3445,4965,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.056360646463,0.002088789261,0.154706176639
45,5420,Bentley,367,3444,5830,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.055406215841,0.002053416984,0.152086328897
46,8862,Pi,568,3444,4975,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.054488399056,0.002019401656,0.149566983670
47,8860,Delysid,587,3444,4975,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.053605040438,0.001986663387,0.147142223790
48,8439,SatoshiStreetBets,592,3444,4965,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.052754153611,0.001955128560,0.144806596786
49,9636,Blinky,563,3444,4965,10,0x59fc6b4e064b62cc7aed200a71aef3eac36c1287,0.051933905000,0.001924729219,0.142555069624
50,3736,Ser Linky the Stinky,494,3444,4920,10,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0.051142599256,0.001895402534,0.140382988679
51,4232,Love POAP,488,3444,4765,10,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0.050378666317,0.001867090316,0.138286044240
52,7992,Tommy Gotchi,539,3444,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.049640649917,0.001839738594,0.136260238953
53,8443,TEDDY,568,3443,4965,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.048927197340,0.001813297235,0.134301859704
54,3407,Vega,474,3442,5835,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.048237050271,0.001787719604,0.132407452506
55,3931,Krug,502,3442,5830,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.047569036611,0.001762962263,0.130573800024
56,5737,Ken,336,3441,5860,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.046922063129,0.001738984695,0.128797901413
57,673,StefCyo,544,3441,5265,11,0x7bd0fafe34a8b64afaf16166d644cdbb2b950aab,0.046295108864,0.001715749061,0.127076954204
58,8864,Saviour,545,3441,4975,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.045687219181,0.001693219982,0.125408337986
59,2851,Love PolyMind,482,3441,4775,10,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0.045097500407,0.001671364338,0.123789599689
60,8099,Coke,540,3440,6955,12,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.044525114987,0.001650151087,0.122218440283
61,8823,Super-Kids,377,3440,5020,11,0x262944448ec574dd5f82136964bbf189cc1ab579,0.043969277096,0.001629551107,0.120692702728
62,6853,Happy Fun Gotchi,533,3440,4910,10,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0.043429248659,0.001609537043,0.119210361058
63,9751,Super-Farmer,418,3440,4855,10,0x262944448ec574dd5f82136964bbf189cc1ab579,0.042904335736,0.001590083176,0.117769510456
64,4230,Got Chi?,534,3440,4815,10,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0.042393885233,0.001571165304,0.116368358222
65,4693,Kim,499,3440,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.041897281907,0.001552760623,0.115005215556
66,2209,Peasant,329,3440,4735,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.041413945629,0.001534847634,0.113678490043
67,8861,OMEGA,538,3439,4970,10,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.040943328885,0.001517406046,0.112386678796
68,2290,Gotchi in Love,445,3439,4905,10,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0.040484914492,0.001500416690,0.111128362177
69,1014,Skiny Kiny,502,3438,6500,12,0xfaff4170e628aef5c5ce84c47ebddb5a99517fe2,0.040038213497,0.001483861447,0.109902198046
70,5877,Rocky Balboa,493,3438,4900,10,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0.039602763256,0.001467723169,0.108706916479
71,3515,Vitalik,463,3438,4765,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.039178125670,0.001451985620,0.107541314920
72,4489,Bag,532,3438,4740,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.038763885556,0.001436633413,0.106404253719
73,572,Sheet,701,3438,4720,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.038359649149,0.001421651955,0.105294652023
74,2749,Partner,603,3437,6700,12,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.037965042729,0.001407027395,0.104211483990
75,7717,Super-Devil,562,3437,4975,10,0x262944448ec574dd5f82136964bbf189cc1ab579,0.037579711338,0.001392746578,0.103153775288
76,6912,Cthulu,455,3436,8075,13,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,0.037203317610,0.001378797001,0.102120599868
77,5684,Kokusho,479,3436,5865,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.036835540677,0.001365166772,0.101111076970
78,577,haunt1,542,3436,5190,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.036476075163,0.001351844574,0.100124368358
79,575,Buddy,541,3436,5185,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.036124630251,0.001338819628,0.099159675755
80,568,chain,533,3436,5175,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.035780928809,0.001326081664,0.098216238458
81,8588,Love Gotchi,509,3436,4810,10,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0.035444706592,0.001313620889,0.097293331129
82,1021,LMAO,530,3436,4720,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.035115711488,0.001301427958,0.096390261738
83,8102,Whispers,495,3436,4700,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.034793702823,0.001289493953,0.095506369652
84,5221,Spook,584,3436,4680,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.034478450713,0.001277810354,0.094641023852
85,574,Polly,549,3435,6285,12,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.034169735454,0.001266369017,0.093793621270
86,5079,MP3,495,3435,5185,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.033867346965,0.001255162158,0.092963585245
87,576,Loop,548,3435,5170,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.033571084255,0.001244182327,0.092150364069
88,2261,Alan Turing,591,3435,4665,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.033280754933,0.001233422394,0.091353429644
89,9171,singularity,483,3434,5200,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.032996174747,0.001222875531,0.090572276210
90,571,Smurf,547,3434,5165,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.032717167153,0.001212535194,0.089806419166
91,1083,MrGreen,574,3434,5060,11,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.032443562912,0.001202395112,0.089055393960
92,4906,1,706,3434,4760,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.032175199709,0.001192449268,0.088318755053
93,9602,Ana,489,3434,4735,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.031911921802,0.001182691891,0.087596074940
94,5154,BELOW,656,3434,4675,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.031653579687,0.001173117441,0.086886943241
95,8583,Abbott,556,3434,4175,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.031400029781,0.001163720595,0.086190965837
96,8205,Armani,512,3434,4175,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.031151134137,0.001154496241,0.085507764066
97,580,Zen Galaxy,533,3433,5165,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.030906760158,0.001145439465,0.084836973960
98,3160,Redeye,491,3433,4715,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.030666780342,0.001136545542,0.084178245538
99,9023,Generaal,604,3432,10595,15,0xd52a4333bd8cc9ab3c77df19ded4900b7849a07d,0.030431072036,0.001127809925,0.083531242121
100,3431,Beer,531,3432,5175,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.030199517204,0.001119228242,0.082895639710
101,5733,LaMelo,592,3432,4805,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.029972002208,0.001110796279,0.082271126378
102,6052,BUTCH 4,552,3432,4200,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.029748417607,0.001102509981,0.081657401713
103,1475,Excalibur,663,3431,8245,13,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.029528657956,0.001094365440,0.081054176280
104,2501,Tokyo,546,3431,5925,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.029312621630,0.001086358889,0.080461171124
105,5682,Duke,601,3431,5920,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.029100210646,0.001078486698,0.079878117287
106,3173,Panasonic,479,3431,5835,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.028891330501,0.001070745364,0.079304755363
107,3852,Pamp,481,3431,5175,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.028685890016,0.001063131507,0.078740835075
108,573,Pearl,537,3431,5165,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.028483801189,0.001055641867,0.078186114864
109,569,Sapphire,502,3431,5165,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.028284979060,0.001048273294,0.077640361518
110,4083,Cute,502,3431,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.028089341574,0.001041022748,0.077103349802
111,4560,Mate,511,3431,4615,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.027896809459,0.001033887290,0.076574862119
112,7480,John Barron,569,3431,4195,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.027707306107,0.001026864081,0.076054688188
113,2962,BUTCH 6,533,3431,4195,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.027520757463,0.001019950378,0.075542624729
114,4640,Khaleesi,396,3430,4770,10,0xe88632728ed377f556cb964e6f670f6017d497e4,0.027337091914,0.001013143525,0.075038475176
115,2500,Dune,430,3429,5840,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.027156240196,0.001006440956,0.074542049395
116,5792,Perceval,604,3429,4810,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.026978135287,0.000999840187,0.074053163422
117,2359,Satoshi,466,3429,4735,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.026802712325,0.000993338813,0.073571639211
118,6274,None,572,3429,4675,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.026629908514,0.000986934509,0.073097304397
119,966,Eon,742,3429,4640,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.026459663048,0.000980625019,0.072629992064
120,3371,BUTCH 10,525,3429,4185,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.026291917024,0.000974408162,0.072169540533
121,6375,BUTCH 13,521,3429,4175,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.026126613374,0.000968281822,0.071715793152
122,6351,Taco,591,3428,5500,11,0xc727bff1962590c71a6cb56c6d11f37bee740a5d,0.025963696789,0.000962243949,0.071268598105
123,5945,8bit,490,3428,5165,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.025803113654,0.000956292557,0.070827808219
124,4701,The Babadook,536,3428,4770,10,0x37e2a074b7bed2bf2e35c3767a8b673db2658bcc,0.025644811979,0.000950425718,0.070393280788
125,5106,KingShip Rank 160,343,3428,4728,10,0x38ff11d71e32d6a97da15bdcfbcdfccdeda9e637,0.025488741341,0.000944641564,0.069964877405
126,2128,Ganesh,519,3428,4715,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.025334852824,0.000938938281,0.069542463794
127,1207,BUTCH 5,539,3428,4225,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.025183098959,0.000933314111,0.069125909661
128,37,BUTCH 20,502,3428,4190,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.025033433675,0.000927767347,0.068715088542
129,3938,Lev,551,3428,4185,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.024885812244,0.000922296330,0.068309877661
130,3934,Yoda,598,3427,5100,11,0xe88632728ed377f556cb964e6f670f6017d497e4,0.024740191233,0.000916899450,0.067910157799
131,514,Post Malone,530,3427,4805,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.024596528457,0.000911575146,0.067515813161
132,600,BUTCH 15,517,3427,4175,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.024454782934,0.000906321896,0.067126731252
133,3124,BUTCH 25,481,3427,4170,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.024314914841,0.000901138227,0.066742802762
134,8383,Elora,536,3427,4170,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.024176885474,0.000896022702,0.066363921450
135,6451,The World,472,3426,5855,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.024040657207,0.000890973929,0.065989984038
136,8084,Chris Farley,690,3426,4945,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.023906193457,0.000885990550,0.065620890104
137,1012,Cash Money,536,3426,4485,10,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0.023773458644,0.000881071248,0.065256541985
138,6438,BUTCH 9,527,3426,4190,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.023642418158,0.000876214740,0.064896844683
139,6880,BUTCH 23,492,3426,4185,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.023513038329,0.000871419777,0.064541705771
140,5372,BUTCH 18,510,3426,4180,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.023385286389,0.000866685146,0.064191035304
141,3820,BUTCH 14,520,3426,4180,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.023259130446,0.000862009664,0.063844745741
142,6533,BUTCH 17,511,3426,4180,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.023134539453,0.000857392181,0.063502751860
143,5666,BUTCH 22,497,3426,4180,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.023011483179,0.000852831576,0.063164970681
144,3939,BUTCH 19,502,3426,4175,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.022889932185,0.000848326759,0.062831321393
145,7585,BUTCH 28,447,3426,4165,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.022769857794,0.000843876666,0.062501725282
146,7895,One Time,588,3425,6240,12,0x180f207f8747a966ec94277a69610162d7fa3ff1,0.022651232070,0.000839480263,0.062176105664
147,4534,Peekaboo,743,3425,4740,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.022534027791,0.000835136540,0.061854387815
148,4700,Cerebro,464,3425,4615,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.022418218427,0.000830844514,0.061536498915
149,4481,BUTCH 8,532,3425,4195,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.022303778118,0.000826603227,0.061222367979
150,6374,BUTCH 12,522,3425,4180,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.022190681655,0.000822411744,0.060911925807
151,8207,BUTCH 21,497,3425,4175,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.022078904453,0.000818269154,0.060605104921
152,6882,BUTCH 11,524,3424,4185,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.021968422539,0.000814174570,0.060301839512
153,8030,Bike,549,3423,4705,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.021859212529,0.000810127123,0.060002065394
154,3819,BUTCH 27,452,3423,4170,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.021751251610,0.000806125970,0.059705719945
155,3662,BUTCH 24,490,3423,4170,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.021644517522,0.000802170284,0.059412742066
156,9685,Alouette,482,3422,5065,11,0xffea5a2cfaf1aafbb87a1fe4eed5413da45c30a0,0.021538988543,0.000798259261,0.059123072131
157,7893,Andre  Cronje,602,3422,4810,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.021434643472,0.000794392114,0.058836651942
158,7412,Ceza,511,3422,2730,8,0x99f6d5197004ffe49e7b3c627ead81cdc3a74283,0.021331461612,0.000790568078,0.058553424688
160,598,Cartier,484,3421,5835,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.021128507171,0.000783046357,0.057996328426
161,6058,Rolls Royce,466,3421,5830,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.021028695589,0.000779347227,0.057722352359
162,6345,Mischief,618,3421,4690,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.020929969186,0.000775688315,0.057451355034
163,5446,Ryu,504,3420,4755,10,0xe88632728ed377f556cb964e6f670f6017d497e4,0.020832309573,0.000772068939,0.057183285978
164,3171,Freebird,530,3419,5915,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.020735698784,0.000768488434,0.056918095873
165,2854,Raawn Shethard,626,3419,5195,11,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.020640119262,0.000764946149,0.056655736527
166,6257,KingShip Rank 205,489,3419,4985,10,0x38ff11d71e32d6a97da15bdcfbcdfccdeda9e637,0.020545553849,0.000761441448,0.056396160840
167,8756,Josh Allen,584,3419,4815,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.020451985772,0.000757973709,0.056139322773
168,9731,Precious,597,3419,4615,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.020359398635,0.000754542325,0.055885177320
169,7885,?,490,3417,6535,12,0xde34393312c0c1e97e404d18a04580e9610e063c,0.020267776405,0.000751146702,0.055633680474
170,8590,Yamato,469,3417,5830,11,0x35001a8bdb3a224d05f086094c12fd4c9009986d,0.020177103407,0.000747786258,0.055384789205
171,7868,Super-Star,535,3417,5540,11,0x262944448ec574dd5f82136964bbf189cc1ab579,0.020087364309,0.000744460426,0.055138461427
172,8213,Sergey,512,3417,4765,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.019998544114,0.000741168649,0.054894655977
173,6239,#,493,3416,5800,11,0xde34393312c0c1e97e404d18a04580e9610e063c,0.019910628152,0.000737910384,0.054653332586
174,6933,NWA,495,3416,5505,11,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.019823602071,0.000734685099,0.054414451857
175,567,VANILLA ICE,511,3416,5225,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.019737451825,0.000731492274,0.054177975238
176,543,Pacman,458,3416,5210,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.019652163671,0.000728331398,0.053943865003
177,578,Jade,446,3416,5210,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.019567724157,0.000725201974,0.053712084227
178,677,Larry Bird,458,3416,4765,10,0xf2c38389029df15bac7d81c9959b67787218202d,0.019484120116,0.000722103514,0.053482596766
179,7495,BUTCH 26,458,3416,4165,10,0x7d20e3ae9a4198c2cfc0e2d1d0bb81cbc41ab0a0,0.019401338655,0.000719035540,0.053255367236
180,3929,Ethel,549,3415,5760,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.019319367155,0.000715997583,0.053030360992
181,9021,Aafro Healer,533,3415,5110,11,0xd52a4333bd8cc9ab3c77df19ded4900b7849a07d,0.019238193256,0.000712989187,0.052807544109
182,9767,Super-Link,493,3415,4800,10,0x262944448ec574dd5f82136964bbf189cc1ab579,0.019157804855,0.000710009902,0.052586883364
183,4102,eNIGMA,427,3415,4770,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.019078190096,0.000707059289,0.052368346217
184,8256,Kingship Rank 150,510,3414,6405,12,0x59fc6b4e064b62cc7aed200a71aef3eac36c1287,0.018999337368,0.000704136917,0.052151900792
185,2716,Fart,540,3414,4835,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.018921235295,0.000701242366,0.051937515864
186,8936,Average,337,3414,4745,10,0xa33aa58fd2795ea89a84c19cacdad50915194980,0.018843872730,0.000698375222,0.051725160837
187,3411,Tyche,634,3413,4845,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.018767238753,0.000695535080,0.051514805733
188,6709,Paper Boi,506,3413,4805,10,0x6fcf9d80e2b597f4b3fa764b5626f573a9fc93d3,0.018691322659,0.000692721544,0.051306421171
189,5488,Normative,333,3413,4755,10,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.018616113959,0.000689934225,0.051099978357
190,5549,Raiden,487,3412,5240,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.018541602370,0.000687172741,0.050895449068
191,9733,Piggy,545,3412,5195,11,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0.018467777813,0.000684436720,0.050692805633
192,9997,KingShip Rank 234,503,3412,4850,10,0x38ff11d71e32d6a97da15bdcfbcdfccdeda9e637,0.018394630406,0.000681725794,0.050492020928
193,4636,HIGHEST KINSHIP & XP !!!!,503,3412,4300,10,0x59fc6b4e064b62cc7aed200a71aef3eac36c1287,0.018322150458,0.000679039605,0.050293068355
194,3782,2,525,3411,5810,11,0xde34393312c0c1e97e404d18a04580e9610e063c,0.018250328468,0.000676377801,0.050095921833
195,7563,3,514,3411,5805,11,0xde34393312c0c1e97e404d18a04580e9610e063c,0.018179155117,0.000673740036,0.049900555782
