position,gotchiID,formattedTokenID,name,withSetsRarityScore,kinship,experience,level,hauntId,owner,originalOwner,status,stakedAmount
2163,22835,"""22835"",",SUPERGECKO,553,2966,4120,10,2,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,0x96fe6681b5b8be0c5d6e8eb690adec7ecb0831c9,3,37480000000000002000
2164,16834,"""16834"",",AKKU MUZAN,563,2053,4120,10,2,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2165,13838,"""13838"",",Stedari,532,2398,4120,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,10520000000000000000
2166,4838,"""4838"",",KING_MAIN_4838,559,3116,4120,10,1,0xcd743104d7e15d6a0b297337db75b015deea5531,0xcd743104d7e15d6a0b297337db75b015deea5531,3,0
2167,7908,"""7908"",",KING_XP_7908,516,3069,4120,10,1,0xcd743104d7e15d6a0b297337db75b015deea5531,0xcd743104d7e15d6a0b297337db75b015deea5531,3,0
2168,16534,"""16534"",",Kimbaa Slice,523,2005,4120,10,2,0xf1950fc03486a502b05f93df1a7a4edc741257c6,0xf1950fc03486a502b05f93df1a7a4edc741257c6,3,4225000000000000000
2169,16055,"""16055"",",Optimus,530,2071,4120,10,2,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,3,0
2170,3997,"""3997"",",ALBERTEINSTEIN,551,3363,4115,10,1,0x70a8c4e53a9078049ca1b2cee477436c8eb61b2d,0x70a8c4e53a9078049ca1b2cee477436c8eb61b2d,3,0
2171,18411,"""18411"",",Humble Farmer,831,572,4115,10,2,0x118b427af645e5e696e6da748bd66ac8e4f5e9a8,0x118b427af645e5e696e6da748bd66ac8e4f5e9a8,3,0
2172,16160,"""16160"",",Ozymandias,541,3015,4115,10,2,0xae79077d8d922d071797a7f8849430fed488c005,0xae79077d8d922d071797a7f8849430fed488c005,3,0
2173,12031,"""12031"",",Whaale,479,2874,4115,10,2,0x071d217637b6322a7faac6895a9eb00e529d3424,0x071d217637b6322a7faac6895a9eb00e529d3424,3,0
2174,9248,"""9248"",",908 Kinship 545 BRS,612,3035,4115,10,1,0x7d1368528d8dd105368c91700f1ac30d81628794,0x7d1368528d8dd105368c91700f1ac30d81628794,3,40945000000000000000
2175,13687,"""13687"",",I WILL GET THAT KEK,578,2905,4115,10,2,0xa7f1c77998bae58614be010ad2a806639e280056,0xa7f1c77998bae58614be010ad2a806639e280056,3,0
2176,9594,"""9594"",",FTX,475,3342,4115,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2177,16336,"""16336"",",Suffer,545,2659,4115,10,2,0x543d8004afa943344e6fba44e189ed0dd4e71d56,0x543d8004afa943344e6fba44e189ed0dd4e71d56,3,0
2178,16818,"""16818"",",Cryptopunks of Polygon,603,2900,4115,10,2,0xa7f1c77998bae58614be010ad2a806639e280056,0xa7f1c77998bae58614be010ad2a806639e280056,3,0
2179,12319,"""12319"",",Fruit Loop,515,2396,4115,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,6747500000000000500
2180,13921,"""13921"",",Guildie,533,2810,4115,10,2,0x638dd68ae2a2563645fcaaff2e84910aa21f9ae6,0x638dd68ae2a2563645fcaaff2e84910aa21f9ae6,3,0
2181,3475,"""3475"",",CLEOPATRA,644,2516,4115,10,1,0x3bd59ed16c462b4464091830dab828dce079076f,0x3bd59ed16c462b4464091830dab828dce079076f,3,0
2182,4892,"""4892"",",X AE 12,574,2300,4115,10,1,0x579361d2636152df34db1d6dfd343f5037ddc71d,0x579361d2636152df34db1d6dfd343f5037ddc71d,3,0
2183,2107,"""2107"",",H1 RARE AAVE 516 RARITY,541,1828,4115,10,1,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,3,0
2184,17433,"""17433"",",Hermit Purple,537,3015,4115,10,2,0xae79077d8d922d071797a7f8849430fed488c005,0xae79077d8d922d071797a7f8849430fed488c005,3,0
2185,24306,"""24306"",",Kat,530,2489,4115,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,10452500000000000000
2186,23490,"""23490"",",BURTON,552,1750,4115,10,2,0x5d5cc66fc2f3829c399e47f7b71a5be4918a8851,0x5d5cc66fc2f3829c399e47f7b71a5be4918a8851,3,0
2187,23443,"""23443"",",Kink,538,2457,4115,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,11250000000000000000
2188,6676,"""6676"",",Digital,512,3359,4115,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2189,4703,"""4703"",",AKKU GOTCHUS,371,2463,4115,10,1,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2190,4352,"""4352"",",World,478,3358,4115,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2191,15578,"""15578"",",Monstro,654,2322,4110,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,76087499999999990000
2192,24779,"""24779"",",Star 38,550,2861,4110,10,2,0xdab73a0b1fe28197942915bfef5b5c321514045f,0xdab73a0b1fe28197942915bfef5b5c321514045f,3,0
2193,13495,"""13495"",",Impulse,530,2398,4110,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,10287500000000000000
2194,4326,"""4326"",",$DAI 4 U,501,2989,4110,10,1,0x82131e86d080312e13605aada6538a94df5b41a5,0x82131e86d080312e13605aada6538a94df5b41a5,3,0
2195,19464,"""19464"",",Star 1,605,2858,4110,10,2,0xdab73a0b1fe28197942915bfef5b5c321514045f,0xdab73a0b1fe28197942915bfef5b5c321514045f,3,0
2196,8979,"""8979"",",GEM,489,3364,4110,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2197,8989,"""8989"",",FUN,549,3357,4110,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2198,12337,"""12337"",",AKKU KEN KANEKI,534,2063,4110,10,2,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2199,17160,"""17160"",",AKKU CHRONOA,549,1995,4110,10,2,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2200,24471,"""24471"",",Tit,540,2983,4110,10,2,0xae79077d8d922d071797a7f8849430fed488c005,0xae79077d8d922d071797a7f8849430fed488c005,3,0
2201,14316,"""14316"",",Ec' Ec' 14316,519,2390,4110,10,2,0xfe698c212526f15cc25af671beba14aac309457f,0xfe698c212526f15cc25af671beba14aac309457f,3,0
2202,4351,"""4351"",",Pablo Picasso,504,3361,4110,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2203,14570,"""14570"",",Sheep Attack,553,2408,4110,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,13580000000000000000
2204,2909,"""2909"",",Mephisto,626,2867,4110,10,1,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0x60c4ae0ee854a20ea7796a9678090767679b30fc,3,0
2205,3999,"""3999"",",BEAUTY,545,3360,4110,10,1,0x70a8c4e53a9078049ca1b2cee477436c8eb61b2d,0x70a8c4e53a9078049ca1b2cee477436c8eb61b2d,3,0
2206,15367,"""15367"",",Brat,506,2397,4110,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,6747500000000000500
2207,20126,"""20126"",",Mjolnir,604,2396,4110,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,30312500000000000000
2208,11556,"""11556"",",Lawson,505,2411,4110,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,6797499999999999000
2209,18485,"""18485"",",Turk,555,2400,4110,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,13937500000000000000
2210,16539,"""16539"",",Mr Bitcoin,481,2406,4110,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,6772500000000000000
2211,18224,"""18224"",",P1,491,3015,4110,10,2,0xae79077d8d922d071797a7f8849430fed488c005,0xae79077d8d922d071797a7f8849430fed488c005,3,0
2212,3998,"""3998"",",LEE,501,3353,4110,10,1,0x70a8c4e53a9078049ca1b2cee477436c8eb61b2d,0x70a8c4e53a9078049ca1b2cee477436c8eb61b2d,3,0
2213,14870,"""14870"",",Creed,498,2390,4110,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,6710000000000000000
2214,3526,"""3526"",",Hype,567,3365,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2215,8986,"""8986"",",Franklin,567,3361,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2216,8972,"""8972"",",Enemy,484,3359,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2217,7284,"""7284"",",#1,538,3355,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2218,14748,"""14748"",",Artificial Intelligence,539,2040,4105,10,2,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,3,0
2219,8980,"""8980"",",Noob,570,3367,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2220,8975,"""8975"",",Legend,529,3365,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2221,8974,"""8974"",",Art,500,3357,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2222,16223,"""16223"",",WETHR,551,2982,4105,10,2,0xae79077d8d922d071797a7f8849430fed488c005,0xae79077d8d922d071797a7f8849430fed488c005,3,0
2223,12378,"""12378"",",Battle Mage,530,2396,4105,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,10257500000000000000
2224,9288,"""9288"",",Mr. Kinship,445,3350,4105,10,1,0x543d8004afa943344e6fba44e189ed0dd4e71d56,0x543d8004afa943344e6fba44e189ed0dd4e71d56,3,0
2225,3680,"""3680"",",big,501,3343,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2226,12898,"""12898"",",Aavestrology,560,2658,4105,10,2,0xc4fe12630feffdb5ee72eddcbbb43b595407442f,0xc4fe12630feffdb5ee72eddcbbb43b595407442f,3,0
2227,7286,"""7286"",",Bear,504,3358,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2228,16345,"""16345"",",alright alright alright,560,3015,4105,10,2,0xae79077d8d922d071797a7f8849430fed488c005,0xae79077d8d922d071797a7f8849430fed488c005,3,0
2229,8968,"""8968"",",Sam Bankman Fried,519,3357,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2230,12367,"""12367"",",Portal Mage 550+,566,2127,4105,10,2,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,3,0
2231,8973,"""8973"",",l,541,3365,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2232,7729,"""7729"",",Polychain,504,3364,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2233,1518,"""1518"",",AKKU SANJI,472,2747,4105,10,1,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2234,5343,"""5343"",",Top,472,3345,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2235,8990,"""8990"",",Cyborg,545,3359,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2236,8987,"""8987"",",Metaname,508,3361,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2237,18928,"""18928"",",Vert,476,2822,4105,10,2,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
2238,2281,"""2281"",",ETH,376,3352,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2239,4349,"""4349"",",Ego,474,3357,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2240,8015,"""8015"",",Coinbase Ventures,534,3367,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2241,3527,"""3527"",",Black,498,3359,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2242,7288,"""7288"",",Victory,517,3362,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2243,8976,"""8976"",",You,552,3364,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2244,3525,"""3525"",",Madness,503,3359,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2245,8453,"""8453"",",Daandy,406,2854,4105,10,1,0x071d217637b6322a7faac6895a9eb00e529d3424,0x071d217637b6322a7faac6895a9eb00e529d3424,3,0
2246,8969,"""8969"",",google,502,3364,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2247,17702,"""17702"",",MF,530,2414,4105,10,2,0xa9465d03ba38726277b3e478ac98aa063a0c8d0a,0xa9465d03ba38726277b3e478ac98aa063a0c8d0a,3,0
2248,6675,"""6675"",","1/1 Double Myth, Haunt 1",547,3359,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2249,9453,"""9453"",",Metaguild,402,3352,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2250,2554,"""2554"",",Tiesto,508,2863,4105,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
2251,3787,"""3787"",",ROHAM,474,3392,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2252,8981,"""8981"",",8888,502,3364,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2253,8889,"""8889"",",Rush,448,3352,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2254,1447,"""1447"",",KING_XP_1447,488,3066,4105,10,1,0xcd743104d7e15d6a0b297337db75b015deea5531,0xcd743104d7e15d6a0b297337db75b015deea5531,3,0
2255,2657,"""2657"",",Check my Kinship and XP,449,3365,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2256,5809,"""5809"",",paradigm,416,3352,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2257,4877,"""4877"",",Multicoin,453,3364,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2258,3523,"""3523"",",VIP,476,3362,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2259,3041,"""3041"",",Champion,434,3356,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2260,13099,"""13099"",",Mrs Polter,514,2689,4105,10,2,0x543d8004afa943344e6fba44e189ed0dd4e71d56,0x543d8004afa943344e6fba44e189ed0dd4e71d56,3,0
2261,7639,"""7639"",",Mythy,531,3351,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2262,8988,"""8988"",",Grayscale,470,3355,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2263,8884,"""8884"",",Rugpull,417,3350,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2264,4696,"""4696"",",delphi digital,497,3346,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2265,22927,"""22927"",",Floflo,487,2931,4105,10,2,0x14e495f1c792185c4491b2317a02f3c3c6775c82,0x14e495f1c792185c4491b2317a02f3c3c6775c82,3,10352500000000000000
2266,7385,"""7385"",",Father,447,3364,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2267,8695,"""8695"",",guru,504,3361,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2268,7471,"""7471"",",Kinship & XP Beast. H1 OG,413,3353,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2269,6674,"""6674"",",Woman,458,3360,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2270,9129,"""9129"",",LilPump,477,3357,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2271,4753,"""4753"",",Crypto-gamer.ru,414,3350,4105,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2272,21241,"""21241"",",Star 20,558,2859,4100,10,2,0xdab73a0b1fe28197942915bfef5b5c321514045f,0xdab73a0b1fe28197942915bfef5b5c321514045f,3,0
2273,12398,"""12398"",",AKKU NATE RIVER,532,2097,4100,10,2,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2274,14651,"""14651"",",AKKU RIMURU,619,2078,4100,10,2,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2275,12464,"""12464"",",AKKU SU,534,1913,4100,10,2,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2276,14485,"""14485"",",AKKU Ulquiorra,507,2045,4100,10,2,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2277,12557,"""12557"",",AKKU L LAWLIET,520,1893,4100,10,2,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2278,23117,"""23117"",",Aavecado Toast,542,2842,4100,10,2,0x119b91827df70f4378de9912fdfa101fb40364b8,0x119b91827df70f4378de9912fdfa101fb40364b8,3,0
2279,18445,"""18445"",",piraate stomper,585,2722,4100,10,2,0x8b200f4c81c54d9014b4cda3f16501069fa20ab9,0x8b200f4c81c54d9014b4cda3f16501069fa20ab9,3,0
2280,11472,"""11472"",",punks,495,2420,4100,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,6802500000000000000
2281,12396,"""12396"",",AKKU ICHIGO,510,1937,4100,10,2,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2282,6135,"""6135"",",Liz,505,2878,4100,10,1,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0x60c4ae0ee854a20ea7796a9678090767679b30fc,3,0
2283,12097,"""12097"",",MAD MAXX,540,2894,4100,10,2,0x984c48852f92288bd1afd6ff5d9c26e3d0a9339a,0x984c48852f92288bd1afd6ff5d9c26e3d0a9339a,3,0
2284,14832,"""14832"",",Spooky,494,2389,4100,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,6685000000000000500
2285,18052,"""18052"",",Bitter,496,2870,4100,10,2,0xcbef46a7cbe1f46a94ab77501eaa32596ab3c538,0xcbef46a7cbe1f46a94ab77501eaa32596ab3c538,3,0
2286,16309,"""16309"",",OBIWAN,515,2861,4100,10,2,0x071d217637b6322a7faac6895a9eb00e529d3424,0x071d217637b6322a7faac6895a9eb00e529d3424,3,0
2287,4840,"""4840"",",AKKU LINKIE,411,2322,4100,10,1,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2288,18134,"""18134"",",AKKU CHLOE,601,2050,4100,10,2,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2289,3180,"""3180"",",-,458,2802,4100,10,1,0x8f652eff4ba275e023f124a98af86025ab0e5eec,0x8f652eff4ba275e023f124a98af86025ab0e5eec,3,0
2290,15837,"""15837"",",AKKU SHUNA,560,1859,4095,10,2,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,0xe4ea40377d1eca80c5f6d060a18528f3f73b2b61,3,0
2291,8978,"""8978"",",Devil,532,3363,4095,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2292,22718,"""22718"",",ChatGpt3,511,2147,4095,10,2,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,3,0
2293,12402,"""12402"",",Eva Gotchi,593,2213,4095,10,2,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,3,0
2294,13668,"""13668"",",K7,506,2312,4095,10,2,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,0xa6ab5ca03954e8b2bb54e9006efb8e68824271fa,3,0
2295,2898,"""2898"",",Joey,567,2878,4095,10,1,0x60c4ae0ee854a20ea7796a9678090767679b30fc,0x60c4ae0ee854a20ea7796a9678090767679b30fc,3,0
2296,20747,"""20747"",",Toad,492,3014,4095,10,2,0xae79077d8d922d071797a7f8849430fed488c005,0xae79077d8d922d071797a7f8849430fed488c005,3,0
2297,5765,"""5765"",",Ghost Rider,534,2584,4095,10,1,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,0x4177a5c0e2369f6830a4c3825afc8fb3dd47790d,3,0
2298,18819,"""18819"",",Broke BTC king,381,2172,4095,10,2,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,3,0
2299,24984,"""24984"",",Star 14,635,2866,4090,10,2,0xdab73a0b1fe28197942915bfef5b5c321514045f,0xdab73a0b1fe28197942915bfef5b5c321514045f,3,0
2300,24726,"""24726"",",Rivian,545,2448,4090,10,2,0xd281f988242c900d67ff2aafabe683b8004ee778,0xd281f988242c900d67ff2aafabe683b8004ee778,3,12107500000000000000
2301,8966,"""8966"",",Me,566,3366,4090,10,1,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,0x17a3831b39cc557296d0c322f9c2d42c0b3a8f3f,3,0
2302,20613,"""20613"",",Star 22,557,2857,4090,10,2,0xdab73a0b1fe28197942915bfef5b5c321514045f,0xdab73a0b1fe28197942915bfef5b5c321514045f,3,0
2303,19645,"""19645"",",Star 41,547,2843,4090,10,2,0xdab73a0b1fe28197942915bfef5b5c321514045f,0xdab73a0b1fe28197942915bfef5b5c321514045f,3,0
2304,19446,"""19446"",",ChatGPT4,520,2180,4090,10,2,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,0xa44eea8180ac3f66e7dbeab8d0a15cbf1c90b05f,3,0
2305,9545,"""9545"",",NoNameNewb,484,2485,4090,10,1,0x26bac3547908e923b641c186000585e8ce98f4db,0x26bac3547908e923b641c186000585e8ce98f4db,3,0
2306,22152,"""22152"",",Bushy,532,2459,4090,10,2,0x2848b9f2d4faebaa4838c41071684c70688b455d,0x2848b9f2d4faebaa4838c41071684c70688b455d,3,0
2307,16303,"""16303"",",Hello,494,3016,4090,10,2,0xae79077d8d922d071797a7f8849430fed488c005,0xae79077d8d922d071797a7f8849430fed488c005,3,0
2308,19345,"""19345"",",Aavuncular,494,2979,4090,10,2,0xae79077d8d922d071797a7f8849430fed488c005,0xae79077d8d922d071797a7f8849430fed488c005,3,0
