wallet,rewardRF
0x8c779811306cee2fafc908c557ccb4be9ff20a01,0.0000000000
0x8d46fd7160940d89da026d59b2e819208e714e82,0.0000000000
0x93e0990c31f0933ae4578901c4fce42ed3bcf6ee,0.0000000000
0x95d2538129c1fac1afebc5c765a406e5f28888f9,0.0000000000
0x9d375719442c8d57ca9658ede45336787648381f,0.0000000000
0x9decc84cc0b18e9c294aefd2e4c59e8978fd838c,0.0000000000
0xa0ab8eddf14a5174688e2eb1bdb69cdf377142c3,0.0000000000
0xa0d0d863ceaa8c65e579b75474c46dddc8e4604a,0.0000000000
0xa35c00af3a2577b890011a4e6a559e765b10652d,0.0000000000
0xa6ac718a9bc4f265f6e1297168e55d05d3722bf3,0.0000000000
0xaa5150a579e91dfc14a6af0c2b665b190a03e89f,0.0000000000
0xac4734d5cd80c12f3c90edc9dc5589c11ee17896,0.0000000000
0xacc94d70faf5539197307bc6e01907e60d760b28,0.0000000000
0xb2fe5c3c7231b1117da36e7b29731693fbbc6f7a,0.0000000000
0xb7696dca94a198b4e3a10fb37c37101f02d42613,0.0000000000
0xb850037136c6ff3a8df3e2e2ed1088b38b27ec7a,0.0000000000
0xbc8d9a555f799eeb24d822f468bf65b8c7223875,0.0000000000
0xbef8f29e284b14817cf6e6a4e29fc93360ac9999,0.0000000000
0xc279c8b5ce0128c99f9fc4671356e70a63ded798,0.0000000000
0xc4cd22191f27d2cbcab7ba7be07b3655688147bc,0.0000000000
0xcd5b5a0e19252f5e607c34e63154ba2cbccdcd22,0.0000000000
0xcf638db965f331d83bed792b02076a5e72a48b11,0.0000000000
0xd248a27d2bbacb0ff7d8d92d48a62d6a090832ae,0.0000000000
0xd693b8861aa5cae87798401729da98ed9a9816cc,0.0000000000
0xd71230207b61d8a72021b9fb509e469dc5ba1366,0.0000000000
0xdc12a60d22d556ced025ad468536f457dfdc8797,0.0000000000
0xe29555e804e414e295e2a059fc49d002ec18f268,0.0000000000
0xe6b84dad5d26de2712d0c524dab35610e71b452d,0.0000000000
0xe7824cfa1c9fafa4767df34305123f3151a00f1b,0.0000000000
0xe8eeeada50b535f415d630791f330dabf3870877,0.0000000000
0xeab804590011d0650fcb6c4da1870c6e9ca062d1,0.0000000000
0xed4ca23fe53a936f3b74906b731f730dfd269508,0.0000000000
0xee2acdcd6c9d46e216ccaab94899f26234d258a7,0.0000000000
0xee5cda91e4ddcde24d44dafd74bed4ba068f8ac2,0.0000000000
0xf0b7b2b988971264466483fff4d25e1d48747bfe,0.0000000000
0xf0daa608870165adc7123577738ca3744d0c25c9,0.0000000000
0xf1cd34afa3e93559ef2e26e06d39a1a707be4fb4,0.0000000000
0xf2b26a38f626a377afaca16532a55316c18df0fa,0.0000000000
0xfb1398ac62f7da1c7034b01813263ddc8e7a266a,0.0000000000
