wallet,combinedVP,votingPercentage,rewardVP,rewardWeightedVP,rewardRF,rewardTotal
0x50e82f866800d3f1f542970dcf0d292bd490db33,8364.8525000000,0.4982940000,0.2585003442,0.1959883699,0.2093659526,0.6638546667
0xeb7989a7c04b70cea2bef6c2160ab7afca2a0d98,8806.2859655881,0.7713310000,0.2721420316,0.3193889788,0.0681434078,0.6596744182
0x6d06dd922210c87df1f532b4805badf782e598b9,4583.1000000000,0.9385670000,0.1416322556,0.2022604501,0.3118883551,0.6557810608
0xed75012f14d89e87d2505ad6dbc0b8f591c660ea,11075.9200723050,0.5153580000,0.3422808891,0.2683954757,0.0431332348,0.6538095996
0xf1cd34afa3e93559ef2e26e06d39a1a707be4fb4,19207.8360216421,0.0580200000,0.5935827587,0.0524013553,0.0000000000,0.6459841140
0x750e361ee017e398c922f2b634387ecff810df6c,11854.5665343211,0.2491470000,0.3663435224,0.1388761590,0.1234961516,0.6287158330
0xbb26bfc9c11a8794be3075c16f3c3ce0dbeb80e3,10452.7483182212,0.5187710000,0.3230229150,0.2549720288,0.0435877175,0.6215826613
0x038f77ab71fc40949eea81aa65b471c6a3f1a02d,7542.7250053410,0.6484640000,0.2330940097,0.2299855239,0.1571676514,0.6202471850
0x3aef590df6febaa81477c1cea3009bb9e096730c,7940.3867082589,0.7849830000,0.2453830115,0.2930814023,0.0782375929,0.6167020067
0x14bfc79a2d8076a4e468f16640355bb47a68580b,19235.0000000000,0.0136520000,0.5944222114,0.0123473803,0.0000000000,0.6067695917
0xb5625ce0797a7a93eaf9fbbcf097862be18efd07,10165.8532850449,0.4675770000,0.3141569530,0.2235029879,0.0672944820,0.6049544229
0xf24f0a86e0b8367bf065471bbdc89008f0087fd3,7865.3850000000,0.6348120000,0.2430652220,0.2347747944,0.1202007441,0.5980407605
0xdc25324b8186de47a976191a54ea0366428af632,8793.5674198989,0.4846420000,0.2717489884,0.2003883648,0.1225802987,0.5947176519
0xcbef46a7cbe1f46a94ab77501eaa32596ab3c538,6793.8900899793,0.7406140000,0.2099526473,0.2365902208,0.1361639499,0.5827068180
0x300010ded7b789ab5764bb52dde82edd6d29908d,6183.3568909828,0.8532420000,0.1910852444,0.2480749397,0.1359049106,0.5750650947
0x9f32b5a3a6a21df1671c74372f18415cb3fcaca2,8661.5326412840,0.5392490000,0.2676686970,0.2196192734,0.0862034897,0.5734914601
0xcc2fa07d141d70271effba7701003581348839c2,13552.0002499175,0.0955630000,0.4187995819,0.0608947051,0.0857307064,0.5654249934
0x05ebff07711a5b6042c27fdaa683a5c6d55b6684,5355.7825000000,0.9010240000,0.1655105837,0.2269058258,0.1720325494,0.5644489589
0x60ec766d338d87b9aeed39eeabe5f2b797baceec,6867.1200000000,0.7303750000,0.2122156827,0.2358342576,0.1089042242,0.5569541644
0xc0c3a547231ea6aebc543826bc55895b015467b3,8371.1175000000,0.6996590000,0.2586939525,0.2753951062,0.0224035507,0.5564926094
0x24970b51dd29dc2dfa264cd51c41998c68e3d7e6,6940.1500000000,0.7030720000,0.2144725402,0.2294325410,0.1118734346,0.5557785158
0xba21325681ffd7d623993a2a564f6390654e2948,5708.6966188060,0.9180890000,0.1764167439,0.2464382426,0.1321792622,0.5550342487
0xe23da0be88c9b56c815c0525e5c1c687a99a8def,5350.9841468657,0.9556310000,0.1653622994,0.2404419544,0.1444902805,0.5502945343
0x9098b23ed9cc4ca858b642af81442e9e591ff073,6225.8893487019,0.8737200000,0.1923996316,0.2557761409,0.0997284669,0.5479042394
0x79d87c8bef0f0620d773983a6be6ddca784ca8a9,6824.5938152934,0.6313990000,0.2109014893,0.2026128818,0.1310936110,0.5446079821
0x9a8ab692a6d73242c74a727ac7587aeda778b131,5893.6425000000,0.7303750000,0.1821321553,0.2024025797,0.1542952920,0.5388300271
0xa499df2bdae854093e5576c26c9e53e1b30d25e5,10295.0154207476,0.2150170000,0.3181484706,0.1040845227,0.1143190637,0.5365520571
0xa2faa3405a734c04ae713aaa837e6cecc2caee9f,7946.3754723603,0.7098980000,0.2455680832,0.2652475555,0.0241914871,0.5350071258
0x29f227b10c58457d8837031c813216de82f9abaf,7614.0817313817,0.6075090000,0.2352991578,0.2174986703,0.0806453658,0.5334431939
0xeb8c587a8b3bcb23efbf6d4e41c6ac1f90bf5c27,7148.2075000000,0.5119450000,0.2209021736,0.1720706551,0.1367273053,0.5297001340
0x89a1145fccac1a2a9350ec1a4a486e4458d26274,5475.4375000000,0.7542660000,0.1692083009,0.1941912750,0.1658884277,0.5292880035
0x00987cbce7014389197f9d5468dab5a8facffee0,7209.9013186750,0.5392490000,0.2228087073,0.1828121367,0.1212206376,0.5268414816
0x10dbc99c90234e4447f0366e8368d688f622475a,7670.0025000000,0.5494880000,0.2370272861,0.1981709875,0.0895524412,0.5247507148
0x2a8d763a923d546e0a73c954a08be37978e380cc,7385.9921082399,0.7883960000,0.2282504685,0.2738038856,0.0199136279,0.5219679821
0x75bbecbc4fa323d304e41dd383f1f1878288db00,6683.0318110919,0.6962460000,0.2065267766,0.2187875460,0.0947187280,0.5200330506
0xc7e512186d27c2226686dc30a9cd3d8af80c6764,9087.7775000000,0.3959040000,0.2808410085,0.1691741218,0.0680089366,0.5180240669
0x314d4f49ec84c69dad52a9b3fde8720067d206fd,7320.7273286047,0.7235490000,0.2262335808,0.2490626097,0.0420381551,0.5173343457
0x39292e0157ef646cc9ea65dc48f8f91cae009eae,5964.9141441946,0.4470990000,0.1843346741,0.1253990514,0.1976085120,0.5073422375
0xf2c38389029df15bac7d81c9959b67787218202d,7632.6875000000,0.1979520000,0.2358741348,0.0710433989,0.1929100128,0.4998275465
0x295c8a1e704f4b6ff1e9adcfc5ab5ff96a85fa11,11544.9139476630,0.0170650000,0.3567742802,0.0092636758,0.1223707604,0.4884087164
0x6b3be6c88c8875168c694e57e62d1de554ee6902,7783.7000000000,0.2559730000,0.2405408977,0.0936842540,0.1504883086,0.4847134603
0x119b91827df70f4378de9912fdfa101fb40364b8,6335.0406475256,0.5017060000,0.1957727513,0.1494462618,0.1372025253,0.4824215384
0x61477eaa5e33400acc353390ca001be0eb706eb4,6833.5867597071,0.4266210000,0.2111793997,0.1370810106,0.1220147014,0.4702751117
0xc0719b1040f7f8e904a6509f99335656c1d881ed,5082.7000009570,0.8873720000,0.1570714725,0.2120735730,0.0843746655,0.4535197110
0x19e02b992c0295d27eecff941d5dbfaf85409d86,6763.4800000000,0.3959040000,0.2090128796,0.1259060083,0.1131053826,0.4480242705
0xa9a0c84fe5780d5a5c67cc14165b546f8ec6dcab,6501.6378897024,0.3515360000,0.2009211319,0.1074679439,0.1350526523,0.4434417281
0xa540a85fad845fc76a9c9a13c96ae1b1fa12ea07,5805.7060749669,0.7167240000,0.1794146423,0.1956560800,0.0618816459,0.4369523681
0xa5fa57608c5698120a7c3c9d50ec346bb3980223,5266.6315965517,0.7030720000,0.1627555394,0.1741081490,0.0981138070,0.4349774953
0x296ecbbea7df97b1def2996bc2d727bad8515bb2,5228.0625198018,0.5972700000,0.1615636332,0.1468242629,0.1237780267,0.4321659228
0x82131e86d080312e13605aada6538a94df5b41a5,4087.7922057754,0.9385670000,0.1263256814,0.1804016258,0.1161980698,0.4229253771
0xbff64d0aa474b778ed52209cf6b615b7619bfc94,1342.0000000000,0.1092150000,0.0414720358,0.0068916174,0.3743713776,0.4227350308
0xb71fb919489092f5262cc39235f1bd18f728dd4b,6808.1752640867,0.5358360000,0.2103941043,0.1715335087,0.0374319208,0.4193595338
0x5ae7ae79765973ca60ee9f9e29866b63952ae807,7441.9399718920,0.4812290000,0.2299794341,0.1683931067,0.0129122080,0.4112847488
0x4b9466db57511274051fa5322eed7ed1378e8857,5870.0730479152,0.2116040000,0.1814037849,0.0584054984,0.1712755887,0.4110848720
0x3e35faae5fb365cad9fa38e54784b98567a6d765,7130.3965779494,0.4095560000,0.2203517599,0.1373135305,0.0510920732,0.4087573636
0x435d821ee5b346850545cb18443ca9808a9d47d0,7113.2209270699,0.3344710000,0.2198209781,0.1118693518,0.0752561147,0.4069464446
0x2bf034eccebc8cd60dab9c249b6c2996dcb7d8ec,6052.6415000000,0.5426620000,0.1870457263,0.1544403289,0.0611059562,0.4025920114
0xb9d8286cb05c873aeb564cd5fe1338a38fb3bb39,6830.7283123453,0.4505120000,0.2110910647,0.1446970680,0.0349556242,0.3907437568
0x2d6d9a73afad28b08609e12058dd7c4d9bb8f0ba,5102.0450000000,0.5324230000,0.1576692941,0.1277283931,0.1019073954,0.3873050826
0xe3d2283e983d9ec973d1e773358981a7e9c62409,5188.6494512456,0.5938570000,0.1603456450,0.1448847134,0.0748012524,0.3800316108
0x5d5cc66fc2f3829c399e47f7b71a5be4918a8851,5244.0721675492,0.7337880000,0.1620583818,0.1809362648,0.0312484089,0.3742430555
0x49a338c8a8c92f3f7e5a4700a191bb41595591b2,4733.2651182125,0.6484640000,0.1462728317,0.1443221723,0.0809665328,0.3715615369
0xabf128d4be3072cdfcb021e702d2b8d8437c789d,4795.9389870268,0.7542660000,0.1482096521,0.1700922541,0.0503858791,0.3686877853
0x119cbec59eb0bfb89971fcb96e3b1cad8a66e2d9,6266.1157750029,0.4368600000,0.1936427552,0.1287143749,0.0446333992,0.3669905293
0x8347eb85648d2079604010ddb7649ce1cea8c2fc,4110.3675000000,0.8259390000,0.1270233293,0.1596301722,0.0752174492,0.3618709507
0xe7dacfa93fee4c6d383afe7136baf23c6957f098,5872.0321553269,0.4709900000,0.1814643275,0.1300428465,0.0490059970,0.3605131709
0x5cc81f1afa43f8f3c65fc9ce96d5a0568f4e285f,5162.0676977112,0.6757680000,0.1595241849,0.1640241039,0.0367498593,0.3602981481
0x6feca0738ba64d7aee428f1bf31c743a9a243a8c,6793.3283700015,0.2081910000,0.2099352884,0.0665014193,0.0810797679,0.3575164756
0x73e9c88d26343eca36bb1297cfd0f8d6f02ff8ea,4260.2872565495,0.8088740000,0.1316563230,0.1620339856,0.0615013032,0.3551916118
0xfd86d28a6df8635c47af7c6ac5597893070d6336,6198.3449367870,0.3481230000,0.1915484224,0.1014599897,0.0551310930,0.3481395051
0x353807396aa42b7fea5a98d1da7cebcdd6e0406a,4896.1016310937,0.7679180000,0.1513049940,0.1767875297,0.0164287776,0.3445213012
0xa9984bb9251d03781677ad543729374a6eb72d41,4559.9164843259,0.7781570000,0.1409158118,0.1668439537,0.0355592911,0.3433190566
0x80d2fcdbe12a3d0b5b99e133478644cffd07811b,6341.1654628897,0.2764510000,0.1959620274,0.0824277806,0.0606278969,0.3390177049
0x001daa61eaa241a8d89607194fc3b1184dcb9b4c,5340.1016479607,0.5017060000,0.1650259959,0.1259752342,0.0443540936,0.3353553236
0x1c8915f70850873a03df2d6cdba71b226bcdfeb3,4505.2579344899,0.6211600000,0.1392266901,0.1315859430,0.0635428059,0.3343554390
0xe099d8ac97fcb3eb13a3fe080ff3b5a8ff6b94aa,4981.1397401830,0.5529010000,0.1539329399,0.1294978197,0.0484298524,0.3318606121
0xa819c50d511187ce0f6aa352427586d6d0c187f7,3560.2200000000,0.5767920000,0.1100220351,0.0965567011,0.1228221222,0.3294008584
0xcbf7d1c2012629e4689f6c2ca10c4e3a7ce1a75c,4948.9549259276,0.6723550000,0.1529383276,0.1564582588,0.0172393834,0.3266359698
0xac4734d5cd80c12f3c90edc9dc5589c11ee17896,4848.0000000000,0.7508530000,0.1498185017,0.1711606342,0.0000000000,0.3209791359
0x1e39cc29009ed4760c186d8771295c1e224882d4,6038.8347494654,0.3788400000,0.1866190541,0.1075710305,0.0208184423,0.3150085269
0x7bb85b553c04cf2dfcbbdac998ea3621e17236c3,6222.4730934892,0.1604100000,0.1922940586,0.0469332708,0.0683024820,0.3075298114
0xdddff3048c1d89fa8fe1221b7bc35624622b9058,3202.7618606911,0.7542660000,0.0989754504,0.1135888062,0.0947794813,0.3073437379
0x4a32007040567190bed4fa6ff3f5a03c0d47c9d7,6483.9977158444,0.3037540000,0.2003759948,0.0926085777,0.0121208926,0.3051054652
0xd4ffce70f7c3c6a8d099a587280320586fbe5595,5871.7793416831,0.1979520000,0.1814565147,0.0546532479,0.0622281077,0.2983378704
0x1c28b4f1c0ce16597d52fff5978080a3fe4d119c,5088.3872048540,0.4573380000,0.1572472251,0.1094217851,0.0314253301,0.2980943403
0xbedb7059937d6e9562b68a8b40fb3012d4b1e0a0,4256.5324006743,0.5938570000,0.1315402861,0.1188568399,0.0337003686,0.2840974945
0x30dcca068f593cbffb5affe8a89f35ae49614972,3765.5331139710,0.6757680000,0.1163668584,0.1196493791,0.0413431388,0.2773593763
0xee5cda91e4ddcde24d44dafd74bed4ba068f8ac2,8889.5877193631,0.0000000000,0.2747163187,0.0000000000,0.0000000000,0.2747163187
0x537c666ca10453f9378f78a57c810e022ac5972e,4026.6958936085,0.5597270000,0.1244376126,0.1059769568,0.0437524531,0.2741670224
0xf2cb1caf152c6e36f1ff1a1c8eb88232221ccde0,4801.8900000000,0.2969280000,0.1483935572,0.0670424252,0.0563243702,0.2717603525
0x4ac2c547b842aa861b06fb1a3d04d1f778131fa5,4644.9412203998,0.1979520000,0.1435433445,0.0432341049,0.0847314963,0.2715089457
0x2a254c18f8e1794b05bea298ae27126df160b9e0,3354.9592740833,0.7133110000,0.1036788308,0.1125259089,0.0515290777,0.2677338174
0x5ddcb74d0cab872e672028405273879085c1dd48,4193.8850000000,0.4129690000,0.1296042836,0.0814367297,0.0559542473,0.2669952607
0x54fd0462b48f4758331357239546a799294f0b7c,2957.5875000000,0.7883960000,0.0913987888,0.1096398341,0.0609912756,0.2620298985
0x00d672e53e8e9bcd4ee4bb2f05032b3c25e3c04c,3399.0044813319,0.6587030000,0.1050399667,0.1052756021,0.0504736095,0.2607891784
0x5f45f8296be3f38119d0c56ad339f6bf66154b9b,3420.1721701179,0.7713310000,0.1056941151,0.1240438138,0.0242113370,0.2539492660
0x26bac3547908e923b641c186000585e8ce98f4db,3253.6511074083,0.7269620000,0.1005480887,0.1112164547,0.0381970752,0.2499616186
0x5e4568c4d8343052a06ec8aab1e124af08b73248,3383.1016109428,0.7167240000,0.1045485179,0.1140127300,0.0251738775,0.2437351254
0x50f461f471e7dce973e27f0e319ebe868135d764,3721.3124091203,0.4334470000,0.1150002990,0.0758435213,0.0496305848,0.2404744051
0x83bb781a2a2ca1fec0350f178c911848811cc440,3333.3225000000,0.5802050000,0.1030101862,0.0909379493,0.0447459522,0.2386940877
0x053bdf48af983da9794eda2f195f2f29bfef259a,2775.3884523009,0.0819110000,0.0857682631,0.0106893762,0.1336227528,0.2300803921
0x58c78b5d1875bdc6448851d3a3d25904cbb4b16e,3195.0650000000,0.6109220000,0.0987375931,0.0917807956,0.0354592152,0.2259776039
0x57a2e7672042e1ce4cd365a8b5cd4ada2d8a8a5e,4129.3450000000,0.3037540000,0.1276097939,0.0589779306,0.0392846578,0.2258723824
0x36c01f66fe9cfad31bb60069fdf7a2ca4f9b3ac7,3468.3300000000,0.4470990000,0.1071823441,0.0729139232,0.0445066114,0.2246028787
0x3c2b45d1a4accb2c639c35bd0106d45c20424e8e,3777.5242254813,0.3071670000,0.1167374216,0.0545592221,0.0460734157,0.2173700594
0xb32f4f6e77e4e909919ac473a902231567507308,3612.3341574855,0.2252560000,0.1116325271,0.0382605000,0.0665979084,0.2164909355
0x33c01376c5f53a2b9d623b833f2f77f9b118a8c0,2369.2075000000,0.8054610000,0.0732159897,0.0897292363,0.0527259113,0.2156711373
0x757859d4f08dc37b2a51d9334cc52aac61490f11,4948.5496265799,0.1023890000,0.1529258026,0.0238241594,0.0335821381,0.2103321001
0x101addc07d63a6b35b199153252168ab9889dca1,3547.8147797211,0.3208190000,0.1096386747,0.0535189242,0.0431189452,0.2062765441
0xcd05a3969c5158d658a9bdf3ee6ebcc0712a0292,2823.8935520827,0.6416380000,0.0872672238,0.0851970885,0.0332169602,0.2056812726
0x6f48134d8bdeb954ad97525cf0adb9ad446260b1,4586.6509346225,0.1706480000,0.1417419907,0.0368030022,0.0261946897,0.2047396826
0xbc5ff01939707a14677df0e4f850fab257ebff15,3253.1875000000,0.4641640000,0.1005337618,0.0710013988,0.0279949047,0.1995300652
0xb900ad03f521d5bea5385a55cc549e7366a88af1,2595.2150000000,0.0136520000,0.0802003348,0.0016659270,0.1174393823,0.1993056441
0x8886dca35291f05ed5d8e21f083998ea8dceb50f,2310.4750000000,0.5733790000,0.0714009700,0.0622915894,0.0654179557,0.1991105151
0x0d6e94d085a597f316be1833649e05a45103e873,3069.7899991070,0.5153580000,0.0948662001,0.0743881991,0.0268140721,0.1960684713
0x001900845643957d031ecdb3c5fd84ef08f6aaca,2447.2625000000,0.6655290000,0.0756281355,0.0765832681,0.0429888938,0.1952002974
0xf7789fa997beeb4fec6ba288af857a6943743ec7,2410.6600000000,0.2696250000,0.0744970028,0.0305620495,0.0890779756,0.1941370279
0x82ac18afdaf7d7bd9154974e132fadfaae2e8cea,2560.5479000000,0.5563140000,0.0791290120,0.0669790910,0.0469803005,0.1930884035
0xd94a33d2791ae1eeb30e2295276f6b82c17c02cb,3040.7842347514,0.5187710000,0.0939698305,0.0741733085,0.0227750023,0.1909181412
0x059c78aadca79427358c3d6a2e1877494e78ca8a,2555.9207856605,0.6484640000,0.0789860195,0.0779326809,0.0329696327,0.1898883331
0xcd950256f924a0eadb6b705f7a43edf1f67c92fa,2645.0278951691,0.7679180000,0.0817397105,0.0955061767,0.0126386768,0.1898845640
0x6541e84af0b25f3e084e9ed17d8f255a12d125d3,3258.5910303585,0.3515360000,0.1007007479,0.0538624396,0.0277752119,0.1823383994
0x95a8cce18e2959ea8cbba9610a980c4200ce1fee,2138.6690000000,0.8259390000,0.0660916224,0.0830573181,0.0327775524,0.1819264928
0x999166b837ebf770ce91bf365618c5b215c5140e,2661.7716786376,0.7098980000,0.0822571462,0.0888491154,0.0092390317,0.1803452933
0x9f6c47623d23fc9dbca3ed670a43792db3aacaee,2352.1033533253,0.5665530000,0.0726874176,0.0626589770,0.0443741630,0.1797205576
0xe75b99056b346e74b19bc9922eb8d81036d574c8,2940.7825000000,0.3447100000,0.0908794612,0.0476653892,0.0390780306,0.1776228810
0x314ad39c842b0865cdc48fb5e1688313ccda463e,2643.6416592775,0.4539250000,0.0816968714,0.0564251919,0.0385302205,0.1766522838
0x7ed7ab81ccefbcadf4cadd49827f84a5872311db,3450.1976127872,0.1604100000,0.1066219961,0.0260232638,0.0384027128,0.1710479727
0xe1a077b679f206073d85c3a62258f0e7ce3c9630,3449.6592424576,0.1535840000,0.1066053587,0.0249119961,0.0346873069,0.1662046618
0x6fb7c9970372a645bad75408b021e364d134e1bf,2537.9446119927,0.3447100000,0.0784304990,0.0411360302,0.0433489750,0.1629155042
0x5dfb6afb4fbf2363ee0992b8fb11b8d4b594e197,2666.9449118343,0.4334470000,0.0824170154,0.0543546123,0.0255342782,0.1623059059
0x9fe6d7d5e9c9e3bff91149fbf731b618cbce3375,2893.7358995617,0.4129690000,0.0894255728,0.0561904745,0.0152401864,0.1608562337
0x1d1fcb7ead6e54bbf5b41ba9a85815cde1183564,3546.0563425313,0.1501710000,0.1095843334,0.0250390623,0.0245461932,0.1591695889
0x072b96cf92aa03f453ccfb114a166d11f88a3414,2259.5352657044,0.5972700000,0.0698267715,0.0634565097,0.0249858772,0.1582691584
0x34ee160d57c7c14d018b6f751fafd1060b560db6,2286.4025000000,0.6825940000,0.0706570538,0.0733840216,0.0138200933,0.1578611687
0xaa99157856d8785c3a0bab85f070766554a1d882,2218.4775000000,0.6279860000,0.0685579569,0.0655075483,0.0226406770,0.1567061823
0xf211d1166b9a07109174372fa2471e211ce7286f,2224.1816002328,0.5972700000,0.0687342316,0.0624636417,0.0249440048,0.1561418781
0xdaa65da48a9357350dae0e5be286e60a8309020b,1884.5794665214,0.8395900000,0.0582394538,0.0743991661,0.0223535467,0.1549921666
0x2dc8c2ec64a5dff670bc4ad3ab2ca6cf0b09a13e,2107.2650000000,0.6860070000,0.0651211397,0.0679726273,0.0185080881,0.1516018551
0xaf4fa10c1e93e9c60149f386ce783a4bc2952a77,2274.8387330674,0.6211600000,0.0702996969,0.0664416564,0.0138867045,0.1506280578
0x8261f170d2d081e33ec95c23a0e05435b932b9fc,3313.1739421010,0.1501710000,0.1023875322,0.0233946561,0.0219073074,0.1476894957
0xd6a0f4e253e243772da73e6f4f7b1fdfe54aea5a,3401.9176887494,0.2252560000,0.1051299940,0.0360318470,0.0022053126,0.1433671537
0xffa63650fda779f51d017c5a448c310c4ebb8106,1813.0013311149,0.6552900000,0.0560274635,0.0558621979,0.0247830032,0.1366726646
0x65316dc17cd7009b373f4f0e48f27d62ae4b921f,2088.8607150242,0.4197950000,0.0645523892,0.0412318764,0.0274458484,0.1332301140
0x7d7c9ac6c7e950b356dd3f801a79f55ed284a157,2528.1807477294,0.3208190000,0.0781287648,0.0381377051,0.0163479351,0.1326144050
0xc2862d80fb768b58484df1d744149b900d74df65,2145.5250000000,0.2832760000,0.0663034944,0.0285778608,0.0373028861,0.1321842413
0xdc2720a762c5bf9deeeb54460cc8fa8a2b62fac7,1750.6648054548,0.8088740000,0.0541010681,0.0665840538,0.0086367831,0.1293219050
0x6eede9b939e8f9816d3bb88d5adaca90a21191d3,2670.3048022250,0.1365190000,0.0825208467,0.0171411632,0.0266974962,0.1263595061
0x982ebcde433607266e8c22a8d348a1cce2eddc21,1325.6150000000,0.7508530000,0.0409656875,0.0468013829,0.0352321206,0.1229991910
0xe9dc4ffa67f44383db12bb642513c5c44714be3d,2282.2171078684,0.2218430000,0.0705277120,0.0238061432,0.0266902413,0.1210240965
0xbc1443c470c6130ed1052748e179fd313e5f20f4,2410.5825000000,0.2593860000,0.0744946078,0.0294005116,0.0152031319,0.1190982512
0xa9f149f0abb2242de919ffb493cd8774364b7520,1666.7347055317,0.5324230000,0.0515073631,0.0417262775,0.0247705343,0.1180041749
0x6c522c94c3f5b213ccf3298e03d5c947b760a2cb,1559.0100000000,0.8191130000,0.0481783297,0.0600453078,0.0084555175,0.1166791550
0x4e24a343ebf4aa3daedab40e59ba5ad68e78e9ae,2213.2637729451,0.3515360000,0.0683968363,0.0365838441,0.0103329480,0.1153136284
0x02feb744ca516fd6e41d940ae2d0f7cb6fcb1ac3,2842.0525000000,0.0989760000,0.0878283926,0.0132266040,0.0098913469,0.1109463435
0xec375ca92c72706c107e517fc4493674930af119,1859.1575000000,0.0136520000,0.0574538348,0.0011934351,0.0516838187,0.1103310886
0xaeb3746ca5ce3592c904b2777f2e7b577b64c655,1916.2657471481,0.5085320000,0.0592186599,0.0458205586,0.0044839824,0.1095232008
0x930c11078f73517865101bee9351d1e20fc17850,1996.4488433967,0.3651880000,0.0616965706,0.0342815966,0.0125546747,0.1085328420
0x4d64152d23260f399af956c6a777740cfc263d1c,1689.2683645878,0.6279860000,0.0522037243,0.0498809787,0.0055753410,0.1076600440
0x9737fae1031f43bc3e8fc72f31456ec3b34f80fb,2131.6811428574,0.2866890000,0.0658756755,0.0287355576,0.0116637350,0.1062749681
0x21199f1a2f84f986b1f564f5f5cd4bb3f894bee4,2818.8775000000,0.0614330000,0.0871122120,0.0081426222,0.0097664898,0.1050213239
0x4bf88042de0220647acb314af3c5f310aec3bcc0,3296.7413402443,0.0102390000,0.1018797129,0.0015871895,0.0000000000,0.1034669024
0xae96984743268c349395f72f65b7d73bc220dbc9,1578.2956938306,0.6109220000,0.0487743185,0.0453378052,0.0086409464,0.1027530701
0xbd5f593c86319523e6e8afe60dedbefaedbdb8c9,1764.2206935512,0.1774740000,0.0545199878,0.0147222438,0.0305508223,0.0997930539
0xd693b8861aa5cae87798401729da98ed9a9816cc,1568.5474500722,0.6484640000,0.0484730670,0.0478266418,0.0000000000,0.0962997088
0xbc0809a2de4b70928df68a5e014b3a9820450c4b,1983.3975386786,0.0068260000,0.0612932441,0.0006365938,0.0331339253,0.0950637632
0x40e8d8e881398049a14f31211b48318ea96341e3,1578.4475000000,0.4505120000,0.0487790098,0.0334366578,0.0086700991,0.0908857667
0x6648e94a5bdd783bf6649d54fc2891f97c6ca22d,1973.6461653728,0.1160410000,0.0609918959,0.0107687951,0.0141143235,0.0858750145
0xaa3fcd37b7f61f97f18184dfcaa62106da622eaf,1745.5937735615,0.3071670000,0.0539443572,0.0252118141,0.0064814894,0.0856376607
0x8f1edfc19c75d6b2a6e24ec90d753b4086c75c9a,1414.7325000000,0.0716720000,0.0437196996,0.0047677142,0.0370787012,0.0855661149
0x9531b36510317b775f159e17b4ae1cb4c90b1a1a,1569.3097805358,0.3037540000,0.0484966254,0.0224138800,0.0142610301,0.0851715355
0xc7d3e24f018401b34aec1858dca3f6e74155330d,1472.1526959496,0.0102390000,0.0454941649,0.0007087560,0.0368770387,0.0830799596
0x4d4f726d6b59f3b809b48d5ceb89b2a9ae0e0129,1196.5200000000,0.3924910000,0.0369762446,0.0220818787,0.0235320066,0.0825901299
0x7adac8d617d59d502cb109e5a809f0ec7cbb0751,900.9724214834,0.8122870000,0.0278428916,0.0344117973,0.0157193799,0.0779740687
0x7ee567d2ac5dca4c422281deb1e2334a805ba6c1,1045.7786413668,0.7781570000,0.0323178608,0.0382642629,0.0062209201,0.0768030438
0xffa577a214db70dd173113f6f095effe9d9ce664,1072.5359571116,0.3720140000,0.0331447463,0.0187610655,0.0243106479,0.0762164598
0xe7824cfa1c9fafa4767df34305123f3151a00f1b,1031.4198094655,0.8907850000,0.0318741276,0.0432010914,0.0000000000,0.0750752190
0xd5fb0efccd70309ab1996710f74b910bdc2cf60c,1265.5800000000,0.2286690000,0.0391104165,0.0136076538,0.0212992346,0.0740173049
0x4117f0db169b126a44fca628de4223c264ad6f19,1046.8400564869,0.5938570000,0.0323506619,0.0292313295,0.0062227663,0.0678047576
0xd15de2990b4c30a6a00b2dcf605a120058fe6f26,2112.0000000000,0.0068260000,0.0652674661,0.0006778702,0.0000000000,0.0659453363
0x07494efb9fc623b74b31714192826c70eba7423f,1313.3880005578,0.3890780000,0.0405878347,0.0240279143,0.0000000000,0.0646157490
0xd36ecaa12a7349a20230a6b6f4aec070f875eabc,789.0911604095,0.8020480000,0.0243854075,0.0297586958,0.0097001926,0.0638442959
0x8c779811306cee2fafc908c557ccb4be9ff20a01,1097.0000000000,0.5392490000,0.0339007625,0.0278152093,0.0000000000,0.0617159717
0xfab9718db7cee30bad26157bf0500894fefbaab8,837.5422269971,0.8054610000,0.0258826983,0.0317203218,0.0033287431,0.0609317633
0x5be66fe7e6bfffa5af7d9f9a3b49ae7c50ca54df,1145.5505291088,0.3754270000,0.0354011270,0.0202220933,0.0022920835,0.0579153038
0xa35c00af3a2577b890011a4e6a559e765b10652d,1381.8089174850,0.1911260000,0.0427022570,0.0124180704,0.0000000000,0.0551203273
0xbddefafa00c0453cefcca72d09db9c5b5c66899f,1025.3153881519,0.0102390000,0.0316854817,0.0004936298,0.0219476678,0.0541267793
0x3516beb62fd21a7795f2e297c43b4fb7b223075e,1152.9542255337,0.1228670000,0.0356299246,0.0066609117,0.0107704024,0.0530612387
0x170ce87867068065a606e19a5cb19ffdf26675fb,983.7494776672,0.4027300000,0.0304009639,0.0186287988,0.0032235768,0.0522533395
0xc83e84f559085b850d390f4602d59dea5e428604,823.4775000000,0.4641640000,0.0254480539,0.0179725436,0.0078574677,0.0512780652
0x24c07ec63423146646fa96d1c05f67547aa2acd1,665.9661382751,0.4095560000,0.0205804557,0.0128248353,0.0170877690,0.0504930599
0xe7ca372e697edb3acd2354219d055972c4ee4539,769.7583450158,0.6348120000,0.0237879624,0.0229766066,0.0028342693,0.0495988384
0xf5ed909ff51045a4c1a8fc194809108a6f33d656,945.2475897780,0.3208190000,0.0292111340,0.0142590967,0.0059141821,0.0493844128
